iso3,country_name,year,CO_emissions_tonnes,displacement,hazard_type_name
NLD,Netherlands,2020,419647.0,4000,Wildfire
NLD,Netherlands,2020,419647.0,3,Wildfire
NLD,Netherlands,2021,410984.89999999997,51343,Flood
MNE,Montenegro,2010,21803.170000000002,1350,Flood
MNE,Montenegro,2012,19584.440000000002,800,Flood
MNE,Montenegro,2016,15472.630000000001,400,Flood
MNE,Montenegro,2017,16267.43,2,Wildfire
SVK,Slovak Republic,2018,320208.39999999997,274,Flood
SVK,Slovak Republic,2020,279159.10000000003,60,Flood
HRV,Croatia,2014,250070.4,17631,Flood
HRV,Croatia,2015,270457.7,50,Wildfire
HRV,Croatia,2015,270457.7,960,Flood
HRV,Croatia,2017,253875.2,33,Wildfire
HRV,Croatia,2017,253875.2,200,Wildfire
HRV,Croatia,2018,233108.5,23,Mass Movement
HRV,Croatia,2018,233108.5,56,Flood
HRV,Croatia,2018,233108.5,40,Wildfire
HRV,Croatia,2018,233108.5,20,Flood
HRV,Croatia,2022,206432.7,100,Wildfire
CYP,Cyprus,2016,11131.76,40,Wildfire
CYP,Cyprus,2018,10066.01,8,Wildfire
CYP,Cyprus,2021,9008.124,59,Wildfire
CYP,Cyprus,2022,8951.552,54,Wildfire
UKR,Ukraine,2008,1870484.0,25000,Flood
UKR,Ukraine,2013,1667934.0,600,Flood
UKR,Ukraine,2016,1442811.0,126,Flood
UKR,Ukraine,2020,1498425.0,800,Flood
UKR,Ukraine,2020,1498425.0,200,Wildfire
UKR,Ukraine,2020,1498425.0,30,Wildfire
UKR,Ukraine,2020,1498425.0,1000,Wildfire
UKR,Ukraine,2021,992971.9,1783,Flood
UKR,Ukraine,2021,992971.9,164,Flood
UKR,Ukraine,2021,992971.9,50,Flood
UKR,Ukraine,2022,468980.0,1,Wildfire
HUN,Hungary,2013,554839.5,1254,Flood
HUN,Hungary,2014,474871.4,6,Extreme Temperature
HUN,Hungary,2014,474871.4,287,Flood
HUN,Hungary,2017,433291.60000000003,96,Storm
HUN,Hungary,2019,352177.6,114,Storm
HUN,Hungary,2020,334168.2,14,Flood
AUT,Austria,2013,563661.0,1000,Flood
AUT,Austria,2016,534428.6,163,Mass Movement
AUT,Austria,2016,534428.6,66,Flood
AUT,Austria,2016,534428.6,25,Storm
AUT,Austria,2019,495711.2,209,Mass Movement
AUT,Austria,2019,495711.2,32,Mass Movement
AUT,Austria,2019,495711.2,31,Mass Movement
AUT,Austria,2021,536536.7999999999,56,Flood
AUT,Austria,2021,536536.7999999999,11,Storm
TJK,Tajikistan,2010,167080.7,25,Flood
TJK,Tajikistan,2010,167080.7,850,Flood
TJK,Tajikistan,2012,199904.2,390,Flood
TJK,Tajikistan,2014,231228.5,37,Flood
TJK,Tajikistan,2014,231228.5,425,Mass Movement
TJK,Tajikistan,2015,249361.6,10000,Flood
TJK,Tajikistan,2016,246001.5,2350,Mass Movement
TJK,Tajikistan,2017,236266.5,3691,Flood
TJK,Tajikistan,2017,236266.5,974,Mass Movement
TJK,Tajikistan,2018,228180.5,5429,Flood
TJK,Tajikistan,2019,217766.4,4811,Mass Movement
TJK,Tajikistan,2020,194909.0,1525,Flood
TJK,Tajikistan,2021,207865.0,778,Flood
TJK,Tajikistan,2022,165078.2,72,Storm
TJK,Tajikistan,2022,165078.2,6,Mass Movement
TJK,Tajikistan,2022,165078.2,12,Mass Movement
TJK,Tajikistan,2022,165078.2,24,Mass Movement
TJK,Tajikistan,2022,165078.2,143,Mass Movement
NZL,New Zealand,2012,697659.1,450,Storm
NZL,New Zealand,2013,696177.2,50,Storm
NZL,New Zealand,2013,696177.2,160,Flood
NZL,New Zealand,2015,701146.0,40,Storm
NZL,New Zealand,2015,701146.0,400,Flood
NZL,New Zealand,2016,714982.7000000001,254,Flood
NZL,New Zealand,2016,714982.7000000001,30,Flood
NZL,New Zealand,2016,714982.7000000001,5,Flood
NZL,New Zealand,2017,726241.5,2000,Flood
NZL,New Zealand,2017,726241.5,80,Wildfire
NZL,New Zealand,2017,726241.5,1000,Wildfire
NZL,New Zealand,2017,726241.5,1000,Flood
NZL,New Zealand,2017,726241.5,2000,Flood
NZL,New Zealand,2017,726241.5,170,Flood
NZL,New Zealand,2018,717392.0,20,Flood
NZL,New Zealand,2018,717392.0,81,Flood
NZL,New Zealand,2018,717392.0,81,Wildfire
NZL,New Zealand,2018,717392.0,270,Wildfire
NZL,New Zealand,2018,717392.0,20,Flood
NZL,New Zealand,2018,717392.0,27,Wildfire
NZL,New Zealand,2018,717392.0,100,Flood
NZL,New Zealand,2018,717392.0,35,Storm
NZL,New Zealand,2018,717392.0,81,Flood
NZL,New Zealand,2018,717392.0,8,Storm
NZL,New Zealand,2018,717392.0,250,Storm
NZL,New Zealand,2018,717392.0,5,Wildfire
NZL,New Zealand,2018,717392.0,11,Mass Movement
NZL,New Zealand,2019,721497.8999999999,863,Wildfire
NZL,New Zealand,2019,721497.8999999999,262,Wildfire
NZL,New Zealand,2019,721497.8999999999,8,Wildfire
NZL,New Zealand,2019,721497.8999999999,8,Storm
NZL,New Zealand,2019,721497.8999999999,19,Wildfire
NZL,New Zealand,2019,721497.8999999999,135,Flood
NZL,New Zealand,2020,657333.9,3,Storm
NZL,New Zealand,2020,657333.9,3,Wildfire
NZL,New Zealand,2020,657333.9,1,Wildfire
NZL,New Zealand,2020,657333.9,3900,Flood
NZL,New Zealand,2020,657333.9,15,Flood
NZL,New Zealand,2020,657333.9,38,Flood
NZL,New Zealand,2020,657333.9,311,Flood
NZL,New Zealand,2020,657333.9,5,Wildfire
NZL,New Zealand,2020,657333.9,108,Wildfire
NZL,New Zealand,2020,657333.9,88,Storm
NZL,New Zealand,2020,657333.9,43,Wildfire
NZL,New Zealand,2020,657333.9,43,Wildfire
NZL,New Zealand,2020,657333.9,5,Wildfire
NZL,New Zealand,2020,657333.9,270,Wildfire
NZL,New Zealand,2020,657333.9,148,Wildfire
NZL,New Zealand,2021,670323.2000000001,6,Wildfire
NZL,New Zealand,2021,670323.2000000001,189,Storm
NZL,New Zealand,2021,670323.2000000001,16,Wildfire
NZL,New Zealand,2021,670323.2000000001,54,Wildfire
NZL,New Zealand,2021,670323.2000000001,8,Wildfire
NZL,New Zealand,2021,670323.2000000001,14,Wildfire
NZL,New Zealand,2021,670323.2000000001,15,Flood
NZL,New Zealand,2021,670323.2000000001,8,Wildfire
NZL,New Zealand,2021,670323.2000000001,675,Flood
NZL,New Zealand,2021,670323.2000000001,27,Wildfire
NZL,New Zealand,2021,670323.2000000001,135,Storm
NZL,New Zealand,2021,670323.2000000001,11,Flood
NZL,New Zealand,2021,670323.2000000001,32,Wildfire
NZL,New Zealand,2021,670323.2000000001,11,Flood
NZL,New Zealand,2021,670323.2000000001,30,Wildfire
NZL,New Zealand,2021,670323.2000000001,2900,Flood
NZL,New Zealand,2021,670323.2000000001,221,Storm
NZL,New Zealand,2021,670323.2000000001,11,Flood
PRT,Portugal,2008,386162.39999999997,38,Flood
PRT,Portugal,2015,283547.8,10,Flood
PRT,Portugal,2016,269986.60000000003,10,Flood
PRT,Portugal,2016,269986.60000000003,12,Flood
PRT,Portugal,2016,269986.60000000003,1000,Wildfire
PRT,Portugal,2016,269986.60000000003,30,Wildfire
PRT,Portugal,2017,268201.1,500,Wildfire
PRT,Portugal,2017,268201.1,133,Wildfire
PRT,Portugal,2017,268201.1,158,Wildfire
PRT,Portugal,2017,268201.1,6000,Wildfire
PRT,Portugal,2018,250163.19999999998,299,Wildfire
PRT,Portugal,2018,250163.19999999998,61,Storm
PRT,Portugal,2018,250163.19999999998,47,Wildfire
PRT,Portugal,2019,258560.2,496,Storm
PRT,Portugal,2019,258560.2,16,Flood
PRT,Portugal,2019,258560.2,9,Flood
PRT,Portugal,2019,258560.2,53,Storm
PRT,Portugal,2019,258560.2,70,Storm
PRT,Portugal,2020,228985.4,8,Storm
PRT,Portugal,2020,228985.4,20,Mass Movement
PRT,Portugal,2021,259459.60000000003,20,Storm
PRT,Portugal,2021,259459.60000000003,14,Storm
CZE,Czechia,2013,1254504.0,26438,Flood
CZE,Czechia,2018,1132594.0,12,Flood
CZE,Czechia,2020,1078083.0,2,Flood
CZE,Czechia,2020,1078083.0,17,Flood
CZE,Czechia,2020,1078083.0,2,Flood
CZE,Czechia,2020,1078083.0,12,Flood
CZE,Czechia,2020,1078083.0,10,Flood
CZE,Czechia,2021,1117102.0,20,Flood
CZE,Czechia,2021,1117102.0,2760,Storm
POL,Poland,2010,3393570.0,30000,Flood
POL,Poland,2019,2691785.0,18,Flood
POL,Poland,2020,2558209.0,400,Flood
POL,Poland,2020,2558209.0,22,Storm
POL,Poland,2021,2478616.0,8,Storm
POL,Poland,2021,2478616.0,113,Storm
ROU,Romania,2008,1157302.0,10520,Flood
ROU,Romania,2014,951868.3999999999,235,Flood
ROU,Romania,2014,951868.3999999999,2000,Flood
ROU,Romania,2015,906851.5,157,Flood
ROU,Romania,2016,931811.2,280,Flood
ROU,Romania,2016,931811.2,1200,Flood
ROU,Romania,2018,935556.6,906,Flood
ROU,Romania,2018,935556.6,300,Flood
ROU,Romania,2019,941629.8,260,Flood
ROU,Romania,2019,941629.8,200,Flood
ROU,Romania,2020,901188.4,5,Storm
ROU,Romania,2020,901188.4,282,Flood
ROU,Romania,2021,952711.1,16,Mass Movement
ROU,Romania,2021,952711.1,126,Flood
ROU,Romania,2021,952711.1,270,Flood
ROU,Romania,2022,895307.2,163,Flood
ALB,Albania,2013,14662.83,2,Flood
ALB,Albania,2013,14662.83,3,Mass Movement
ALB,Albania,2013,14662.83,6,Flood
ALB,Albania,2013,14662.83,9,Flood
ALB,Albania,2013,14662.83,10,Flood
ALB,Albania,2013,14662.83,52,Flood
ALB,Albania,2013,14662.83,132,Flood
ALB,Albania,2013,14662.83,240,Flood
ALB,Albania,2014,13045.91,24,Flood
ALB,Albania,2015,12579.92,4165,Flood
ALB,Albania,2016,10567.96,2450,Flood
ALB,Albania,2016,10567.96,49,Flood
ALB,Albania,2016,10567.96,578,Mass Movement
ALB,Albania,2017,12586.64,3508,Flood
ALB,Albania,2018,16854.559999999998,25,Flood
ALB,Albania,2018,16854.559999999998,83,Flood
ALB,Albania,2021,15441.08,251,Flood
ALB,Albania,2022,11385.71,318,Flood
IRL,Ireland,2015,182750.1,1623,Storm
IRL,Ireland,2017,150399.40000000002,5,Flood
IRL,Ireland,2017,150399.40000000002,57,Flood
IRL,Ireland,2020,120091.0,5,Flood
IRL,Ireland,2020,120091.0,46,Flood
IRL,Ireland,2021,120619.4,25,Flood
IRL,Ireland,2022,103954.0,26,Wildfire
RUS,Russia,2010,15363000.0,1200,Wildfire
RUS,Russia,2010,15363000.0,4250,Flood
RUS,Russia,2010,15363000.0,5000,Flood
RUS,Russia,2010,15363000.0,12500,Wildfire
RUS,Russia,2011,15840000.0,1000,Flood
RUS,Russia,2011,15840000.0,2500,Flood
RUS,Russia,2012,16119000.0,60,Flood
RUS,Russia,2012,16119000.0,266,Flood
RUS,Russia,2012,16119000.0,1226,Wildfire
RUS,Russia,2012,16119000.0,1500,Flood
RUS,Russia,2012,16119000.0,2831,Flood
RUS,Russia,2012,16119000.0,25992,Flood
RUS,Russia,2013,15782000.0,190,Flood
RUS,Russia,2013,15782000.0,215,Flood
RUS,Russia,2013,15782000.0,28793,Flood
RUS,Russia,2014,15517000.0,312,Flood
RUS,Russia,2014,15517000.0,22545,Flood
RUS,Russia,2015,15531000.0,6600,Wildfire
RUS,Russia,2016,15862000.0,200,Flood
RUS,Russia,2016,15862000.0,27,Wildfire
RUS,Russia,2016,15862000.0,3,Flood
RUS,Russia,2016,15862000.0,2000,Flood
RUS,Russia,2016,15862000.0,1,Flood
RUS,Russia,2016,15862000.0,1400,Storm
RUS,Russia,2017,16167000.0,2440,Wildfire
RUS,Russia,2017,16167000.0,3600,Flood
RUS,Russia,2017,16167000.0,436,Flood
RUS,Russia,2017,16167000.0,643,Flood
RUS,Russia,2018,16596000.0,59,Flood
RUS,Russia,2018,16596000.0,757,Flood
RUS,Russia,2018,16596000.0,1506,Flood
RUS,Russia,2018,16596000.0,734,Flood
RUS,Russia,2018,16596000.0,158,Flood
RUS,Russia,2018,16596000.0,360,Flood
CHL,Chile,2008,4668876.0,12000,Flood
CHL,Chile,2008,4668876.0,23000,Flood
CHL,Chile,2009,4717744.0,697,Flood
CHL,Chile,2012,4831531.0,300,Flood
CHL,Chile,2013,4780090.0,200,Wildfire
CHL,Chile,2013,4780090.0,1000,Wildfire
CHL,Chile,2014,3538483.0,15,Wildfire
CHL,Chile,2014,3538483.0,30,Wildfire
CHL,Chile,2014,3538483.0,300,Wildfire
CHL,Chile,2014,3538483.0,12400,Wildfire
CHL,Chile,2015,2154992.0,1095,Flood
CHL,Chile,2015,2154992.0,6000,Wildfire
CHL,Chile,2015,2154992.0,29739,Mass Movement
CHL,Chile,2016,2419212.0,624,Wildfire
CHL,Chile,2017,2460211.0,270,Flood
CHL,Chile,2017,2460211.0,380,Mass Movement
CHL,Chile,2017,2460211.0,1916,Flood
CHL,Chile,2017,2460211.0,350,Mass Movement
CHL,Chile,2017,2460211.0,6098,Wildfire
CHL,Chile,2017,2460211.0,56,Flood
CHL,Chile,2018,2140698.0,14,Wildfire
CHL,Chile,2018,2140698.0,3,Wildfire
CHL,Chile,2018,2140698.0,2504,Extreme Temperature
CHL,Chile,2018,2140698.0,3,Wildfire
CHL,Chile,2018,2140698.0,61,Flood
CHL,Chile,2018,2140698.0,9,Flood
CHL,Chile,2019,2122648.0,219,Wildfire
CHL,Chile,2019,2122648.0,180,Wildfire
CHL,Chile,2019,2122648.0,4,Flood
CHL,Chile,2019,2122648.0,1200,Flood
CHL,Chile,2019,2122648.0,114,Wildfire
CHL,Chile,2019,2122648.0,512,Flood
CHL,Chile,2019,2122648.0,105,Wildfire
CHL,Chile,2019,2122648.0,105,Storm
CHL,Chile,2019,2122648.0,126,Flood
CHL,Chile,2019,2122648.0,159,Wildfire
CHL,Chile,2019,2122648.0,735,Wildfire
CHL,Chile,2019,2122648.0,150,Wildfire
CHL,Chile,2019,2122648.0,250,Wildfire
CHL,Chile,2020,2848378.0,75,Wildfire
CHL,Chile,2020,2848378.0,60,Flood
CHL,Chile,2020,2848378.0,9,Flood
CHL,Chile,2020,2848378.0,60,Flood
CHL,Chile,2020,2848378.0,150,Wildfire
CHL,Chile,2020,2848378.0,1280,Flood
CHL,Chile,2020,2848378.0,497,Flood
CHL,Chile,2020,2848378.0,450,Wildfire
CHL,Chile,2020,2848378.0,180,Flood
CHL,Chile,2020,2848378.0,67,Wildfire
CHL,Chile,2020,2848378.0,45,Flood
CHL,Chile,2020,2848378.0,216,Flood
CHL,Chile,2020,2848378.0,213,Flood
CHL,Chile,2020,2848378.0,32,Flood
CHL,Chile,2020,2848378.0,6,Mass Movement
CHL,Chile,2020,2848378.0,3,Mass Movement
CHL,Chile,2020,2848378.0,21,Wildfire
CHL,Chile,2020,2848378.0,60,Wildfire
CHL,Chile,2021,3019866.0,22,Flood
CHL,Chile,2021,3019866.0,523,Mass Movement
CHL,Chile,2021,3019866.0,288,Storm
CHL,Chile,2021,3019866.0,815,Wildfire
CHL,Chile,2021,3019866.0,6,Flood
BGR,Bulgaria,2012,440319.9,2100,Flood
BGR,Bulgaria,2014,256147.69999999998,500,Flood
BGR,Bulgaria,2014,256147.69999999998,800,Flood
BGR,Bulgaria,2014,256147.69999999998,1000,Flood
BGR,Bulgaria,2015,254393.1,817,Flood
BGR,Bulgaria,2016,254526.6,24,Flood
BGR,Bulgaria,2017,249793.4,22,Flood
BGR,Bulgaria,2018,233472.4,50,Flood
BGR,Bulgaria,2021,237322.1,25,Flood
BGR,Bulgaria,2022,200279.2,900,Flood
CRI,Costa Rica,2008,338995.0,600,Flood
CRI,Costa Rica,2008,338995.0,2140,Flood
CRI,Costa Rica,2008,338995.0,2529,Flood
CRI,Costa Rica,2008,338995.0,6890,Flood
CRI,Costa Rica,2011,355256.0,2120,Flood
CRI,Costa Rica,2012,483727.0,2000,Flood
CRI,Costa Rica,2013,558168.0,45,Flood
CRI,Costa Rica,2015,534756.0,1057,Flood
CRI,Costa Rica,2016,563334.0,153,Flood
CRI,Costa Rica,2016,563334.0,42,Wildfire
CRI,Costa Rica,2016,563334.0,80,Mass Movement
CRI,Costa Rica,2016,563334.0,5500,Storm
CRI,Costa Rica,2017,474884.0,20674,Storm
CRI,Costa Rica,2017,474884.0,150,Flood
CRI,Costa Rica,2017,474884.0,27,Mass Movement
CRI,Costa Rica,2017,474884.0,68,Mass Movement
CRI,Costa Rica,2017,474884.0,58,Mass Movement
CRI,Costa Rica,2017,474884.0,38,Mass Movement
FRA,France,2008,4806707.0,870,Storm
FRA,France,2010,4766785.0,4500,Storm
FRA,France,2013,3732612.0,6,Mass Movement
FRA,France,2013,3732612.0,250,Flood
FRA,France,2013,3732612.0,345,Flood
FRA,France,2013,3732612.0,400,Flood
FRA,France,2013,3732612.0,500,Flood
FRA,France,2013,3732612.0,700,Flood
FRA,France,2013,3732612.0,2000,Flood
FRA,France,2013,3732612.0,2500,Flood
FRA,France,2014,3138719.0,2,Wildfire
FRA,France,2014,3138719.0,100,Flood
FRA,France,2014,3138719.0,300,Storm
FRA,France,2014,3138719.0,300,Flood
FRA,France,2014,3138719.0,3370,Flood
FRA,France,2015,3125976.0,120,Flood
FRA,France,2016,3181237.0,191,Mass Movement
FRA,France,2017,3098679.0,1000,Storm
FRA,France,2017,3098679.0,200,Wildfire
FRA,France,2017,3098679.0,10000,Wildfire
FRA,France,2017,3098679.0,7100,Wildfire
FRA,France,2017,3098679.0,2956,Storm
FRA,France,2018,2942089.0,647,Wildfire
FRA,France,2018,2942089.0,1500,Flood
FRA,France,2018,2942089.0,2,Mass Movement
FRA,France,2018,2942089.0,40,Flood
FRA,France,2018,2942089.0,12,Flood
FRA,France,2018,2942089.0,120,Storm
FRA,France,2018,2942089.0,16,Flood
FRA,France,2018,2942089.0,48,Storm
FRA,France,2018,2942089.0,43,Storm
FRA,France,2018,2942089.0,1600,Flood
FRA,France,2018,2942089.0,5,Storm
FRA,France,2018,2942089.0,1800,Flood
FRA,France,2018,2942089.0,8,Storm
FRA,France,2018,2942089.0,35,Wildfire
FRA,France,2018,2942089.0,208,Storm
FRA,France,2018,2942089.0,216,Flood
FRA,France,2018,2942089.0,10,Mass Movement
FRA,France,2018,2942089.0,32,Mass Movement
FRA,France,2019,2876788.0,9,Wildfire
FRA,France,2019,2876788.0,8,Storm
FRA,France,2019,2876788.0,19,Storm
FRA,France,2019,2876788.0,115,Wildfire
FRA,France,2019,2876788.0,1655,Flood
FRA,France,2019,2876788.0,160,Flood
FRA,France,2019,2876788.0,22,Wildfire
FRA,France,2019,2876788.0,17,Storm
FRA,France,2019,2876788.0,40,Wildfire
FRA,France,2019,2876788.0,10,Wildfire
FRA,France,2019,2876788.0,10,Wildfire
FRA,France,2019,2876788.0,60,Flood
FRA,France,2019,2876788.0,190,Wildfire
FRA,France,2019,2876788.0,60,Storm
FRA,France,2019,2876788.0,20,Wildfire
FRA,France,2019,2876788.0,60,Storm
FRA,France,2019,2876788.0,25,Wildfire
FRA,France,2019,2876788.0,100,Wildfire
FRA,France,2019,2876788.0,7,Wildfire
FRA,France,2019,2876788.0,150,Flood
FRA,France,2019,2876788.0,100,Flood
FRA,France,2019,2876788.0,500,Flood
FRA,France,2019,2876788.0,30,Flood
FRA,France,2019,2876788.0,50,Flood
FRA,France,2019,2876788.0,20,Storm
FRA,France,2019,2876788.0,24,Flood
FRA,France,2019,2876788.0,600,Flood
FRA,France,2019,2876788.0,7,Mass Movement
FRA,France,2020,2453455.0,230,Wildfire
FRA,France,2020,2453455.0,30,Wildfire
FRA,France,2020,2453455.0,67,Flood
FRA,France,2020,2453455.0,150,Flood
FRA,France,2020,2453455.0,7,Storm
FRA,France,2020,2453455.0,12,Flood
FRA,France,2020,2453455.0,2000,Flood
FRA,France,2020,2453455.0,44,Storm
FRA,France,2020,2453455.0,46,Flood
FRA,France,2020,2453455.0,3,Flood
FRA,France,2020,2453455.0,70,Flood
FRA,France,2020,2453455.0,62,Storm
FRA,France,2020,2453455.0,28,Storm
FRA,France,2020,2453455.0,3400,Flood
FRA,France,2020,2453455.0,50,Wildfire
FRA,France,2020,2453455.0,2700,Wildfire
FRA,France,2020,2453455.0,420,Flood
FRA,France,2020,2453455.0,930,Storm
FRA,France,2020,2453455.0,60,Storm
FRA,France,2021,2673444.0,684,Storm
FRA,France,2021,2673444.0,26,Flood
FRA,France,2021,2673444.0,150,Mass Movement
FRA,France,2021,2673444.0,7,Flood
FRA,France,2021,2673444.0,73,Flood
FRA,France,2021,2673444.0,12,Mass Movement
FRA,France,2021,2673444.0,8000,Wildfire
FRA,France,2021,2673444.0,123,Flood
FRA,France,2022,2431915.0,38250,Wildfire
FRA,France,2022,2431915.0,280,Wildfire
FRA,France,2022,2431915.0,2110,Wildfire
FRA,France,2022,2431915.0,233,Wildfire
FRA,France,2022,2431915.0,150,Wildfire
FRA,France,2022,2431915.0,110,Wildfire
FRA,France,2022,2431915.0,250,Wildfire
FRA,France,2022,2431915.0,500,Wildfire
FRA,France,2022,2431915.0,10,Wildfire
FRA,France,2022,2431915.0,70,Wildfire
FRA,France,2022,2431915.0,219,Wildfire
FRA,France,2022,2431915.0,50,Storm
FRA,France,2022,2431915.0,100,Wildfire
FRA,France,2022,2431915.0,40,Wildfire
FRA,France,2022,2431915.0,12,Wildfire
FRA,France,2022,2431915.0,2,Wildfire
FRA,France,2022,2431915.0,88,Wildfire
FRA,France,2022,2431915.0,30,Wildfire
FRA,France,2022,2431915.0,10,Storm
FRA,France,2022,2431915.0,91,Flood
FRA,France,2022,2431915.0,7,Wildfire
FRA,France,2022,2431915.0,70,Wildfire
FRA,France,2022,2431915.0,4,Storm
FRA,France,2022,2431915.0,1840,Wildfire
FRA,France,2022,2431915.0,105,Wildfire
FRA,France,2022,2431915.0,80,Wildfire
FRA,France,2022,2431915.0,1,Storm
FRA,France,2022,2431915.0,4,Storm
FRA,France,2022,2431915.0,185,Storm
ESP,Spain,2012,1538795.0,2000,Wildfire
ESP,Spain,2012,1538795.0,2000,Wildfire
ESP,Spain,2012,1538795.0,4000,Wildfire
ESP,Spain,2012,1538795.0,5000,Wildfire
ESP,Spain,2012,1538795.0,9000,Flood
ESP,Spain,2013,1850740.0,40,Wildfire
ESP,Spain,2013,1850740.0,150,Wildfire
ESP,Spain,2013,1850740.0,200,Wildfire
ESP,Spain,2013,1850740.0,300,Wildfire
ESP,Spain,2013,1850740.0,500,Flood
ESP,Spain,2013,1850740.0,700,Wildfire
ESP,Spain,2013,1850740.0,700,Wildfire
ESP,Spain,2014,1592201.0,19,Wildfire
ESP,Spain,2014,1592201.0,180,Wildfire
ESP,Spain,2014,1592201.0,200,Wildfire
ESP,Spain,2014,1592201.0,400,Flood
ESP,Spain,2014,1592201.0,600,Wildfire
ESP,Spain,2014,1592201.0,1000,Wildfire
ESP,Spain,2014,1592201.0,1400,Wildfire
ESP,Spain,2015,1731839.0,100,Wildfire
ESP,Spain,2015,1731839.0,660,Wildfire
ESP,Spain,2015,1731839.0,1500,Flood
ESP,Spain,2015,1731839.0,1880,Wildfire
ESP,Spain,2016,1595106.0,3300,Wildfire
ESP,Spain,2016,1595106.0,545,Wildfire
ESP,Spain,2016,1595106.0,200,Flood
ESP,Spain,2016,1595106.0,200,Wildfire
ESP,Spain,2016,1595106.0,50,Flood
ESP,Spain,2016,1595106.0,1400,Wildfire
ESP,Spain,2016,1595106.0,4547,Wildfire
ESP,Spain,2016,1595106.0,600,Wildfire
ESP,Spain,2017,1590202.0,2000,Wildfire
ESP,Spain,2017,1590202.0,3,Flood
ESP,Spain,2017,1590202.0,104,Wildfire
ESP,Spain,2017,1590202.0,5168,Wildfire
ESP,Spain,2018,1794551.0,33,Flood
ESP,Spain,2018,1794551.0,499,Storm
ESP,Spain,2018,1794551.0,500,Wildfire
ESP,Spain,2018,1794551.0,3000,Wildfire
ESP,Spain,2018,1794551.0,24,Flood
ESP,Spain,2018,1794551.0,39,Storm
ESP,Spain,2018,1794551.0,42,Flood
ESP,Spain,2018,1794551.0,6,Wildfire
ESP,Spain,2018,1794551.0,22,Wildfire
ESP,Spain,2018,1794551.0,80,Wildfire
ESP,Spain,2018,1794551.0,50,Wildfire
ESP,Spain,2018,1794551.0,100,Wildfire
ESP,Spain,2018,1794551.0,11,Wildfire
ESP,Spain,2018,1794551.0,74,Wildfire
ESP,Spain,2018,1794551.0,50,Wildfire
ESP,Spain,2018,1794551.0,400,Wildfire
ESP,Spain,2018,1794551.0,10,Wildfire
ESP,Spain,2018,1794551.0,6,Wildfire
ESP,Spain,2018,1794551.0,60,Wildfire
ESP,Spain,2018,1794551.0,50,Wildfire
ESP,Spain,2018,1794551.0,15,Wildfire
ESP,Spain,2018,1794551.0,20,Wildfire
ESP,Spain,2019,1507707.0,320,Flood
ESP,Spain,2019,1507707.0,3,Flood
ESP,Spain,2019,1507707.0,6,Flood
ESP,Spain,2019,1507707.0,17694,Wildfire
ESP,Spain,2019,1507707.0,10400,Flood
ESP,Spain,2019,1507707.0,4,Storm
ESP,Spain,2019,1507707.0,100,Storm
ESP,Spain,2020,1488237.0,86,Wildfire
ESP,Spain,2020,1488237.0,3,Storm
ESP,Spain,2020,1488237.0,174,Storm
ESP,Spain,2020,1488237.0,12,Wildfire
ESP,Spain,2020,1488237.0,91,Flood
ESP,Spain,2020,1488237.0,700,Wildfire
ESP,Spain,2020,1488237.0,3150,Wildfire
ESP,Spain,2020,1488237.0,120,Wildfire
ESP,Spain,2020,1488237.0,93,Wildfire
ESP,Spain,2020,1488237.0,300,Wildfire
ESP,Spain,2020,1488237.0,2020,Wildfire
ESP,Spain,2020,1488237.0,100,Wildfire
ESP,Spain,2020,1488237.0,200,Wildfire
ESP,Spain,2020,1488237.0,15,Wildfire
ESP,Spain,2020,1488237.0,20,Wildfire
ESP,Spain,2020,1488237.0,30,Wildfire
ESP,Spain,2020,1488237.0,60,Wildfire
ESP,Spain,2020,1488237.0,24,Wildfire
ESP,Spain,2020,1488237.0,40,Wildfire
ESP,Spain,2020,1488237.0,80,Wildfire
ESP,Spain,2020,1488237.0,4,Wildfire
ESP,Spain,2020,1488237.0,46,Wildfire
ESP,Spain,2020,1488237.0,1,Wildfire
ESP,Spain,2020,1488237.0,10,Wildfire
ESP,Spain,2020,1488237.0,186,Wildfire
ESP,Spain,2020,1488237.0,200,Wildfire
ESP,Spain,2020,1488237.0,4,Wildfire
ESP,Spain,2020,1488237.0,27,Wildfire
ESP,Spain,2021,1571171.0,95,Wildfire
ESP,Spain,2021,1571171.0,72,Wildfire
ESP,Spain,2021,1571171.0,55,Flood
ESP,Spain,2021,1571171.0,75,Wildfire
ESP,Spain,2021,1571171.0,2670,Wildfire
ESP,Spain,2021,1571171.0,700,Wildfire
ESP,Spain,2021,1571171.0,1750,Flood
ESP,Spain,2021,1571171.0,255,Flood
ESP,Spain,2021,1571171.0,3531,Wildfire
ESP,Spain,2022,1491057.0,2700,Wildfire
ESP,Spain,2022,1491057.0,590,Wildfire
ESP,Spain,2022,1491057.0,450,Wildfire
ESP,Spain,2022,1491057.0,900,Wildfire
ESP,Spain,2022,1491057.0,3065,Wildfire
ESP,Spain,2022,1491057.0,15,Storm
ESP,Spain,2022,1491057.0,2500,Wildfire
ESP,Spain,2022,1491057.0,30,Storm
ESP,Spain,2022,1491057.0,2690,Wildfire
ESP,Spain,2022,1491057.0,30,Wildfire
ESP,Spain,2022,1491057.0,350,Wildfire
ESP,Spain,2022,1491057.0,2000,Wildfire
ESP,Spain,2022,1491057.0,50,Wildfire
ESP,Spain,2022,1491057.0,200,Wildfire
