iso3,country_name,year,CO_emissions_tonnes,displacement,hazard_type_name
KGZ,Kyrgyzstan,2018,196473.4,4680,Mass Movement
KGZ,Kyrgyzstan,2021,150891.1,85,Flood
KGZ,Kyrgyzstan,2021,150891.1,31,Flood
KGZ,Kyrgyzstan,2022,151738.40000000002,4,Flood
KGZ,Kyrgyzstan,2022,151738.40000000002,4,Mass Movement
KGZ,Kyrgyzstan,2022,151738.40000000002,22,Flood
KGZ,Kyrgyzstan,2022,151738.40000000002,1078,Mass Movement
KGZ,Kyrgyzstan,2022,151738.40000000002,588,Flood
CHE,Switzerland,2013,213159.0,13,Flood
CHE,Switzerland,2015,183574.6,360,Flood
CHE,Switzerland,2017,177552.4,160,Mass Movement
CHE,Switzerland,2018,168550.80000000002,4,Flood
CHE,Switzerland,2018,168550.80000000002,14,Mass Movement
CHE,Switzerland,2019,167881.8,10,Flood
CHE,Switzerland,2020,152137.5,13,Storm
CHE,Switzerland,2021,151276.7,109,Mass Movement
CHE,Switzerland,2021,151276.7,35,Flood
